Date,Adj Close,Close,High,Low,Open,Volume
2018-01-02,112.7449722290039,144.6199951171875,145.4600067138672,143.9600067138672,145.25,2824900
2018-01-03,112.72159576416016,144.58999633789062,145.36000061035156,144.30999755859375,144.60000610351562,2423200
2018-01-04,112.72938537597656,144.60000610351562,147.1199951171875,144.4499969482422,145.07000732421875,3292500
2018-01-05,112.86968231201172,144.77999877929688,145.3699951171875,143.94000244140625,145.13999938964844,2079400
2018-01-08,113.08018493652344,145.0500030517578,145.74000549316406,144.27000427246094,144.5,2564900
2018-01-09,115.23967742919922,147.82000732421875,149.0399932861328,145.36000061035156,145.99000549316406,2438100
2018-01-10,116.64293670654297,149.6199951171875,151.10000610351562,148.0,148.47999572753906,1960900
2018-01-11,118.10078430175781,151.49000549316406,151.49000549316406,149.83999633789062,150.4199981689453,2397000
2018-01-12,118.37361145019531,151.83999633789062,153.5,150.0,152.3300018310547,3275200
2018-01-16,119.29026794433594,152.25999450683594,154.89999389648438,151.52999877929688,152.80999755859375,2688300
2018-01-17,120.83369445800781,154.22999572753906,154.92999267578125,151.83999633789062,152.99000549316406,2738500
2018-01-18,120.42630004882812,153.7100067138672,154.88999938964844,152.94000244140625,153.6999969482422,2680000
2018-01-19,121.63286590576172,155.25,156.14999389648438,154.10000610351562,154.36000061035156,2735600
2018-01-22,122.00104522705078,155.72000122070312,155.72000122070312,154.30999755859375,155.1199951171875,1856600
2018-01-23,122.04024505615234,155.77000427246094,156.50999450683594,154.3300018310547,154.60000610351562,2313100
2018-01-24,123.58362579345703,157.74000549316406,158.27000427246094,155.69000244140625,155.69000244140625,1828800
2018-01-25,123.63069152832031,157.8000030517578,158.69000244140625,157.35000610351562,158.35000610351562,2054800
2018-01-26,124.30445098876953,158.66000366210938,158.75,157.0800018310547,158.02000427246094,1930100
2018-01-29,124.73536682128906,159.2100067138672,160.07000732421875,158.39999389648438,158.4499969482422,1686600
2018-01-30,123.70902252197266,157.89999389648438,159.4199981689453,157.13999938964844,158.25,2372700
2018-01-31,123.80303955078125,158.02000427246094,159.42999267578125,157.42999267578125,158.39999389648438,1921800
2018-02-01,124.68833923339844,159.14999389648438,159.83999633789062,157.10000610351562,157.41000366210938,2016400
2018-02-02,123.76386260986328,157.97000122070312,159.44000244140625,157.3699951171875,158.66000366210938,2782000
2018-02-05,117.7703628540039,150.32000732421875,157.74000549316406,149.3000030517578,156.17999267578125,5096900
2018-02-06,120.88069152832031,154.2899932861328,154.75999450683594,146.33999633789062,147.02000427246094,4582200
2018-02-07,121.43700408935547,155.0,156.8699951171875,153.38999938964844,153.75,2495000
2018-02-08,117.03392028808594,149.3800048828125,155.8300018310547,149.3800048828125,155.0500030517578,2946800
2018-02-09,118.859375,151.7100067138672,153.0,147.1699981689453,150.97999572753906,2977700
2018-02-12,119.3059310913086,152.27999877929688,154.2899932861328,151.1699981689453,152.8000030517578,2429100
2018-02-13,120.09724426269531,153.2899932861328,153.52999877929688,151.00999450683594,151.0399932861328,2131500
2018-02-14,123.99888610839844,158.27000427246094,158.6999969482422,152.83999633789062,152.83999633789062,2207100
2018-02-15,125.24461364746094,159.86000061035156,160.32000732421875,158.6699981689453,159.4600067138672,2143300
2018-02-16,124.63348388671875,159.0800018310547,160.80999755859375,158.3000030517578,158.91000366210938,2168500
2018-02-20,124.67266845703125,159.1300048828125,160.77000427246094,158.24000549316406,158.6300048828125,1707900
2018-02-21,126.35708618164062,161.27999877929688,163.24000549316406,158.69000244140625,158.69000244140625,2554900
2018-02-22,123.4739990234375,157.60000610351562,162.8000030517578,157.25,161.72999572753906,2391500
2018-02-23,125.4248046875,160.08999633789062,160.14999389648438,157.60000610351562,158.13999938964844,1594400
2018-02-26,126.7880630493164,161.8300018310547,161.89999389648438,159.42999267578125,160.72999572753906,1649700
2018-02-27,125.53448486328125,160.22999572753906,163.58999633789062,160.22000122070312,161.75999450683594,2088900
2018-02-28,123.52099609375,157.66000366210938,162.0399932861328,157.58999633789062,160.8300018310547,2204600
2018-03-01,122.21261596679688,155.99000549316406,159.00999450683594,155.6999969482422,157.66000366210938,2604300
2018-03-02,123.34075927734375,157.42999267578125,157.82000732421875,153.82000732421875,155.25999450683594,1949200
2018-03-05,124.34363555908203,158.7100067138672,159.66000366210938,154.9600067138672,155.85000610351562,1749100
2018-03-06,124.83721923828125,159.33999633789062,159.85000610351562,157.1999969482422,159.0399932861328,1330100
2018-03-07,125.07222747802734,159.63999938964844,160.0800018310547,157.00999450683594,157.30999755859375,1425800
2018-03-08,124.95472717285156,159.49000549316406,160.38999938964844,157.3800048828125,159.9600067138672,1500000
2018-03-09,127.27379608154297,162.4499969482422,162.8000030517578,160.19000244140625,161.0,1750900
2018-03-12,127.12490844726562,162.25999450683594,162.99000549316406,161.50999450683594,162.50999450683594,1641300
2018-03-13,125.73818969726562,160.49000549316406,163.0,159.85000610351562,162.9600067138672,1778600
2018-03-14,123.85787200927734,158.08999633789062,161.7899932861328,157.55999755859375,161.2100067138672,1923500
2018-03-15,123.68550872802734,157.8699951171875,158.77000427246094,156.7899932861328,158.6300048828125,2024700
2018-03-16,125.4091567993164,160.07000732421875,160.9600067138672,158.16000366210938,158.5399932861328,4518000
2018-03-19,124.90768432617188,159.42999267578125,160.3300018310547,158.0399932861328,159.64999389648438,1913400
2018-03-20,124.45331573486328,158.85000610351562,160.6999969482422,158.77999877929688,160.1699981689453,1649800
2018-03-21,124.48468017578125,158.88999938964844,160.94000244140625,158.49000549316406,159.1699981689453,1412500
2018-03-22,120.08939361572266,153.27999877929688,157.74000549316406,152.7899932861328,156.94000244140625,2606900
2018-03-23,115.35728454589844,147.24000549316406,153.83999633789062,146.91000366210938,153.77999877929688,2984800
2018-03-26,119.87786865234375,153.00999450683594,153.33999633789062,149.0,150.0,2459900
2018-03-27,116.87720489501953,149.17999267578125,154.19000244140625,148.05999755859375,153.9199981689453,2908900
2018-03-28,117.08875274658203,149.4499969482422,150.77000427246094,147.86000061035156,149.74000549316406,1815900
2018-03-29,118.49115753173828,151.24000549316406,151.83999633789062,149.1300048828125,150.47999572753906,1865400
2018-04-02,116.20346069335938,148.32000732421875,151.67999267578125,146.02000427246094,151.24000549316406,2016400
2018-04-03,118.3814697265625,151.10000610351562,151.4600067138672,148.19000244140625,149.6300048828125,2123700
2018-04-04,119.47831726074219,152.5,152.9600067138672,148.55999755859375,148.97000122070312,1934700
2018-04-05,119.6820068359375,152.75999450683594,154.5800018310547,151.60000610351562,154.0399932861328,2733000
2018-04-06,115.9135513305664,147.9499969482422,151.69000244140625,146.11000061035156,151.1300048828125,2067700
2018-04-09,116.90072631835938,149.2100067138672,152.36000061035156,148.91000366210938,148.94000244140625,2076200
2018-04-10,118.72616577148438,151.5399932861328,151.99000549316406,150.02000427246094,151.88999938964844,1794600
2018-04-11,117.08087921142578,149.44000244140625,150.91000366210938,149.0,149.75,1353600
2018-04-12,119.47048950195312,152.49000549316406,152.97999572753906,150.60000610351562,150.7100067138672,2928400
2018-04-13,114.52600860595703,145.4600067138672,149.88999938964844,144.85000610351562,149.0,4676300
2018-04-16,113.25052642822266,143.83999633789062,146.8800048828125,143.72000122070312,145.94000244140625,3370200
2018-04-17,110.90425109863281,140.86000061035156,144.8000030517578,139.86000061035156,144.6199951171875,3870600
2018-04-18,111.53412628173828,141.66000366210938,142.8000030517578,140.86000061035156,141.38999938964844,2724300
2018-04-19,113.5811996459961,144.25999450683594,144.64999389648438,141.55999755859375,141.67999267578125,2464600
2018-04-20,113.47095489501953,144.1199951171875,145.60000610351562,143.0,144.27999877929688,2080400
2018-04-23,114.32915496826172,145.2100067138672,145.58999633789062,143.6199951171875,144.0500030517578,2014100
2018-04-24,114.17171478271484,145.00999450683594,148.27000427246094,144.17999267578125,146.32000732421875,2588600
2018-04-25,114.71495056152344,145.6999969482422,146.6699981689453,143.63999938964844,144.50999450683594,2435200
2018-04-26,114.73857879638672,145.72999572753906,146.75,144.49000549316406,145.25,2050400
2018-04-27,116.00617218017578,147.33999633789062,147.86000061035156,145.69000244140625,145.69000244140625,1988500
2018-04-30,114.64409637451172,145.61000061035156,148.38999938964844,145.61000061035156,147.77000427246094,1613600
2018-05-01,114.4315185546875,145.33999633789062,145.75,143.99000549316406,145.27000427246094,1998900
2018-05-02,113.0694580078125,143.61000061035156,145.66000366210938,143.30999755859375,144.72999572753906,2084600
2018-05-03,114.1795883178711,145.02000427246094,146.5,141.35000610351562,143.14999389648438,3518600
2018-05-04,114.63624572753906,145.60000610351562,146.88999938964844,142.85000610351562,144.38999938964844,1812400
2018-05-07,114.87242889404297,145.89999389648438,146.60000610351562,144.22000122070312,145.75,1745800
2018-05-08,116.15577697753906,147.52999877929688,148.5500030517578,145.5800018310547,145.97999572753906,1935600
2018-05-09,118.32881927490234,150.2899932861328,151.00999450683594,147.52000427246094,148.19000244140625,1732500
2018-05-10,118.7618408203125,150.83999633789062,151.5,148.8300018310547,150.0,1376800
2018-05-11,118.86421966552734,150.97000122070312,151.91000366210938,150.2899932861328,151.08999633789062,1559000
2018-05-14,118.37611389160156,150.35000610351562,151.77000427246094,150.1199951171875,151.3800048828125,1737300
2018-05-15,118.7225112915039,150.7899932861328,152.2899932861328,149.97000122070312,150.0500030517578,2036100
2018-05-16,118.06114196777344,149.9499969482422,150.77999877929688,149.1999969482422,150.27000427246094,1323000
2018-05-17,118.61226654052734,150.64999389648438,150.7899932861328,147.92999267578125,149.50999450683594,1528000
2018-05-18,117.12420654296875,148.75999450683594,150.47999572753906,148.69000244140625,150.1199951171875,1283100
2018-05-21,117.65171813964844,149.42999267578125,150.52000427246094,149.10000610351562,149.22000122070312,1140300
2018-05-22,118.79337310791016,150.8800048828125,152.25,149.24000549316406,149.6300048828125,2035400
2018-05-23,117.88792419433594,149.72999572753906,151.07000732421875,148.8800048828125,149.8800048828125,1533600
2018-05-24,116.91949462890625,148.5,149.6199951171875,146.22000122070312,149.4600067138672,1945900
2018-05-25,116.6439208984375,148.14999389648438,148.58999633789062,147.49000549316406,148.02000427246094,991800
2018-05-29,111.21131896972656,141.25,146.74000549316406,139.9600067138672,146.25999450683594,3992300
2018-05-30,113.62055206298828,144.30999755859375,144.9499969482422,142.4600067138672,143.05999755859375,2387500
2018-05-31,112.91195678710938,143.41000366210938,144.67999267578125,142.6300048828125,143.88999938964844,2839700
2018-06-01,114.25831604003906,145.1199951171875,146.55999755859375,144.6300048828125,145.75,1785900
2018-06-04,115.3763198852539,146.5399932861328,146.80999755859375,145.27000427246094,145.72999572753906,1638600
2018-06-05,114.47090148925781,145.38999938964844,146.38999938964844,144.8000030517578,146.0,1291500
2018-06-06,116.24242401123047,147.63999938964844,148.1699981689453,145.50999450683594,145.6699981689453,2258500
2018-06-07,116.53370666503906,148.00999450683594,149.49000549316406,147.35000610351562,148.3800048828125,2173100
2018-06-08,117.19506072998047,148.85000610351562,149.19000244140625,146.97000122070312,147.92999267578125,1520300
2018-06-11,115.76212310791016,147.02999877929688,149.3000030517578,146.8699951171875,149.02000427246094,1512800
2018-06-12,115.88811492919922,147.19000244140625,148.75,146.4199981689453,147.80999755859375,1581200
2018-06-13,114.63624572753906,145.60000610351562,148.17999267578125,145.1199951171875,147.63999938964844,2649900
2018-06-14,111.67582702636719,141.83999633789062,145.94000244140625,141.1999969482422,145.83999633789062,3539900
2018-06-15,113.35285949707031,143.97000122070312,144.42999267578125,140.35000610351562,142.1199951171875,5084000
2018-06-18,112.19547271728516,142.5,143.5,142.0399932861328,142.42999267578125,2205900
2018-06-19,111.91992950439453,142.14999389648438,142.6699981689453,141.3000030517578,141.3000030517578,3231900
2018-06-20,111.2900619506836,141.35000610351562,143.75,141.25999450683594,143.41000366210938,2091900
2018-06-21,111.28215789794922,141.33999633789062,142.4600067138672,140.50999450683594,140.6999969482422,3399300
2018-06-22,109.72325897216797,139.36000061035156,142.4499969482422,139.00999450683594,142.0399932861328,2684300
2018-06-25,108.99103546142578,138.42999267578125,139.47999572753906,137.07000732421875,139.0,3329100
2018-06-26,108.0855941772461,137.27999877929688,138.44000244140625,136.4499969482422,138.30999755859375,2411700
2018-06-27,106.52664947509766,135.3000030517578,138.05999755859375,135.05999755859375,136.6699981689453,2309000
2018-06-28,106.73924255371094,135.57000732421875,136.55999755859375,134.58999633789062,136.00999450683594,2364500
2018-06-29,106.36920928955078,135.10000610351562,137.5500030517578,135.08999633789062,136.39999389648438,3607600
2018-07-02,107.01477813720703,135.9199981689453,136.0,133.5,134.24000549316406,2239500
2018-07-03,105.81017303466797,134.38999938964844,136.77999877929688,134.1300048828125,136.27999877929688,1079400
2018-07-05,106.74713897705078,135.5800018310547,136.10000610351562,134.64999389648438,135.5,1729500
2018-07-06,107.07777404785156,136.0,136.5500030517578,134.4199981689453,135.2100067138672,1408700
2018-07-09,109.27444458007812,138.7899932861328,139.5399932861328,136.10000610351562,136.4499969482422,2790000
2018-07-10,108.45562744140625,137.75,139.55999755859375,137.0800018310547,139.50999450683594,2055000
2018-07-11,108.40049743652344,137.67999267578125,138.80999755859375,137.05999755859375,137.38999938964844,2205200
2018-07-12,108.64458465576172,137.99000549316406,138.9499969482422,136.6199951171875,138.8300018310547,2190600
2018-07-13,108.90443420410156,138.32000732421875,139.4499969482422,135.25,138.97000122070312,5306100
2018-07-16,111.69499969482422,140.88999938964844,141.05999755859375,137.47999572753906,138.05999755859375,3238300
2018-07-17,112.16275787353516,141.47999572753906,142.25,140.61000061035156,140.8000030517578,2505800
2018-07-18,112.9000244140625,142.41000366210938,142.47999572753906,140.94000244140625,141.10000610351562,2105300
2018-07-19,111.5522689819336,140.7100067138672,142.2899932861328,140.17999267578125,141.64999389648438,2120200
2018-07-20,112.97137451171875,142.5,142.69000244140625,140.2100067138672,140.75999450683594,2782600
2018-07-23,114.2873764038086,144.16000366210938,144.5399932861328,141.99000549316406,142.25999450683594,2017400
2018-07-24,113.48666381835938,143.14999389648438,144.9499969482422,142.83999633789062,144.50999450683594,2794900
2018-07-25,113.13788604736328,142.7100067138672,143.6300048828125,142.25999450683594,143.5,3293900
2018-07-26,113.042724609375,142.58999633789062,144.0,142.49000549316406,143.1999969482422,2796800
2018-07-27,114.4776611328125,144.39999389648438,144.39999389648438,142.5800018310547,143.1699981689453,3297800
2018-07-30,115.23873138427734,145.36000061035156,146.11000061035156,144.32000732421875,144.55999755859375,2108000
2018-07-31,114.81855773925781,144.8300018310547,146.13999938964844,144.5399932861328,145.94000244140625,1753200
2018-08-01,114.96920776367188,145.02000427246094,147.22999572753906,144.72000122070312,146.02999877929688,1490200
2018-08-02,115.06434631347656,145.13999938964844,145.6300048828125,143.74000549316406,144.88999938964844,1509600
2018-08-03,114.97709655761719,145.02999877929688,145.77000427246094,144.64999389648438,144.80999755859375,2145100
2018-08-06,115.27046203613281,145.39999389648438,145.64999389648438,144.22999572753906,145.0,1555000
2018-08-07,115.68273162841797,145.9199981689453,146.5500030517578,145.50999450683594,145.64999389648438,1254700
2018-08-08,116.01566314697266,146.33999633789062,146.64999389648438,145.1999969482422,145.8000030517578,1088900
2018-08-09,115.12772369384766,145.22000122070312,146.5,145.02999877929688,146.11000061035156,803600
2018-08-10,113.80382537841797,143.5500030517578,144.1699981689453,142.75,143.52999877929688,1540800
2018-08-13,112.50364685058594,141.91000366210938,144.1199951171875,141.6999969482422,143.3699951171875,1438400
2018-08-14,113.14579772949219,142.72000122070312,143.3000030517578,141.77000427246094,142.00999450683594,1973400
2018-08-15,112.58293151855469,142.00999450683594,142.89999389648438,141.55999755859375,141.86000061035156,1681800
2018-08-16,114.52526092529297,144.4600067138672,145.1699981689453,142.41000366210938,142.91000366210938,1451200
2018-08-17,114.59659576416016,144.5500030517578,144.83999633789062,143.5,144.38999938964844,1055800
2018-08-20,114.85818481445312,144.8800048828125,145.0,143.4600067138672,144.4199981689453,1722700
2018-08-21,115.0484848022461,145.1199951171875,146.72999572753906,144.22999572753906,144.42999267578125,1549500
2018-08-22,114.59659576416016,144.5500030517578,145.44000244140625,144.0800018310547,144.8300018310547,1002000
2018-08-23,113.52632904052734,143.1999969482422,144.5,142.85000610351562,144.5,1171900
2018-08-24,113.31226348876953,142.92999267578125,143.8800048828125,142.77999877929688,143.75,1954700
2018-08-27,115.53206634521484,145.72999572753906,146.3300018310547,143.42999267578125,143.7100067138672,1515400
2018-08-28,115.80953216552734,146.0800018310547,146.5800018310547,145.3800048828125,145.9600067138672,1411700
2018-08-29,115.69855499267578,145.94000244140625,147.0,145.3300018310547,146.0500030517578,1966500
2018-08-30,113.97822570800781,143.77000427246094,145.86000061035156,143.58999633789062,145.41000366210938,1739900
2018-08-31,113.79586791992188,143.5399932861328,143.74000549316406,142.5,143.0,1731600
2018-09-04,114.1050796508789,143.92999267578125,144.3699951171875,142.72000122070312,143.49000549316406,1948100
2018-09-05,114.30326080322266,144.17999267578125,145.0800018310547,143.55999755859375,143.75999450683594,1749500
2018-09-06,113.52632904052734,143.1999969482422,144.0399932861328,142.6999969482422,143.94000244140625,2254500
2018-09-07,113.33607482910156,142.9600067138672,144.08999633789062,142.1999969482422,143.8000030517578,1730100
2018-09-10,113.09029388427734,142.64999389648438,143.63999938964844,142.4499969482422,143.49000549316406,1201400
2018-09-11,113.55010223388672,143.22999572753906,143.7100067138672,142.41000366210938,142.67999267578125,1581700
2018-09-12,112.02799224853516,141.30999755859375,143.3699951171875,140.8300018310547,142.75999450683594,1972900
2018-09-13,111.1955337524414,140.25999450683594,142.27000427246094,139.80999755859375,141.77000427246094,2804100
2018-09-14,111.30652618408203,140.39999389648438,141.16000366210938,140.02000427246094,140.1199951171875,1965800
2018-09-17,110.71987915039062,139.66000366210938,140.88999938964844,139.22999572753906,140.8000030517578,1915100
2018-09-18,110.93392181396484,139.92999267578125,140.41000366210938,139.39999389648438,139.91000366210938,1803600
2018-09-19,112.20237731933594,141.52999877929688,142.16000366210938,139.8000030517578,139.92999267578125,2194400
2018-09-20,114.52526092529297,144.4600067138672,145.3000030517578,142.6300048828125,142.6300048828125,1932600
2018-09-21,114.16845703125,144.00999450683594,144.77000427246094,143.50999450683594,144.63999938964844,3154400
2018-09-24,111.98834991455078,141.25999450683594,143.99000549316406,141.1999969482422,143.2899932861328,1940700
2018-09-25,111.68709564208984,140.8800048828125,142.1300048828125,140.74000549316406,142.0,1318900
2018-09-26,109.8874740600586,138.61000061035156,141.5500030517578,138.32000732421875,141.35000610351562,2258400
2018-09-27,108.88062286376953,137.33999633789062,138.63999938964844,137.1300048828125,137.9199981689453,2031500
2018-09-28,107.96892547607422,136.19000244140625,137.60000610351562,135.85000610351562,136.64999389648438,2257000
2018-10-01,107.81037139892578,135.99000549316406,137.64999389648438,135.7100067138672,137.33999633789062,1840900
2018-10-02,108.02440643310547,136.25999450683594,137.52000427246094,135.30999755859375,135.94000244140625,1671200
2018-10-03,109.47518920898438,138.08999633789062,139.02000427246094,136.6300048828125,137.27000427246094,2978000
2018-10-04,110.33142852783203,139.1699981689453,140.75999450683594,137.75999450683594,138.3000030517578,2299600
2018-10-05,109.81611633300781,138.52000427246094,140.27000427246094,138.22999572753906,139.80999755859375,1598600
2018-10-08,110.79122161865234,139.75,140.6999969482422,137.8300018310547,138.22000122070312,1891100
2018-10-09,109.95881652832031,138.6999969482422,140.0500030517578,138.0,139.22000122070312,1770500
2018-10-10,107.97685241699219,136.1999969482422,140.13999938964844,136.0500030517578,139.10000610351562,2589300
2018-10-11,104.33800506591797,131.61000061035156,135.97000122070312,131.27999877929688,135.58999633789062,3436300
2018-10-12,98.51103210449219,124.26000213623047,128.72999572753906,121.61000061035156,128.3000030517578,7617900
2018-10-15,99.57337951660156,125.5999984741211,126.77999877929688,123.45999908447266,125.29000091552734,4652800
2018-10-16,99.7331314086914,124.8499984741211,125.18000030517578,122.16999816894531,124.91999816894531,3598000
2018-10-17,101.71422576904297,127.33000183105469,127.91000366210938,123.61000061035156,124.58999633789062,5148800
2018-10-18,99.2298812866211,124.22000122070312,127.63999938964844,123.94999694824219,126.73999786376953,3051800
2018-10-19,99.98077392578125,125.16000366210938,126.38999938964844,123.19999694824219,124.33999633789062,3019700
2018-10-22,97.0251235961914,121.45999908447266,125.37000274658203,121.33999633789062,125.04000091552734,2083500
2018-10-23,96.0984878540039,120.30000305175781,120.86000061035156,118.4000015258789,119.5199966430664,3771400
2018-10-24,93.38248443603516,116.9000015258789,119.93000030517578,116.55000305175781,119.87000274658203,3425600
2018-10-25,95.56327056884766,119.62999725341797,120.83999633789062,117.41000366210938,117.88999938964844,2121300
2018-10-26,95.41948699951172,119.44999694824219,120.69999694824219,117.69999694824219,118.33000183105469,2537400
2018-10-29,97.58429718017578,122.16000366210938,123.98999786376953,120.5999984741211,120.95999908447266,2397700
2018-10-30,99.66123962402344,124.76000213623047,125.01000213623047,121.88999938964844,122.81999969482422,3431800
2018-10-31,102.64087677001953,128.49000549316406,129.77999877929688,125.36000061035156,125.44999694824219,3822700
2018-11-01,103.639404296875,129.74000549316406,130.0800018310547,128.10000610351562,129.27999877929688,4090900
2018-11-02,103.751220703125,129.8800048828125,131.47999572753906,127.81999969482422,130.8300018310547,2686100
2018-11-05,104.3104019165039,130.5800018310547,131.67999267578125,129.4499969482422,129.63999938964844,2362700
2018-11-06,105.25301361083984,131.75999450683594,132.11000061035156,129.77999877929688,130.2100067138672,2303300
2018-11-07,106.46723175048828,133.27999877929688,133.4600067138672,129.58999633789062,131.91000366210938,2625100
2018-11-08,107.23411560058594,134.24000549316406,134.75999450683594,132.49000549316406,132.57000732421875,2167100
2018-11-09,107.2260971069336,134.22999572753906,135.58999633789062,133.7899932861328,134.08999633789062,2323400
2018-11-12,106.0598373413086,132.77000427246094,134.77000427246094,132.64999389648438,134.1999969482422,3674700
2018-11-13,108.31250762939453,135.58999633789062,135.83999633789062,132.55999755859375,132.82000732421875,4139000
2018-11-14,107.146240234375,134.1300048828125,137.1300048828125,132.19000244140625,136.0,3314600
2018-11-15,109.19121551513672,136.69000244140625,136.72999572753906,132.1999969482422,133.49000549316406,2752900
2018-11-16,108.95158386230469,136.38999938964844,137.47000122070312,135.6199951171875,135.8800048828125,2456300
2018-11-19,108.08084106445312,135.3000030517578,136.88999938964844,133.94000244140625,135.6999969482422,3082800
2018-11-20,106.30746459960938,133.0800018310547,135.10000610351562,132.1999969482422,134.32000732421875,2656600
2018-11-21,106.01192474365234,132.7100067138672,134.6300048828125,131.7100067138672,133.55999755859375,1330100
2018-11-23,105.94001007080078,132.6199951171875,133.75,131.14999389648438,131.9199981689453,568100
2018-11-26,108.28057098388672,135.5500030517578,136.5,134.07000732421875,134.3300018310547,1925100
2018-11-27,106.96249389648438,133.89999389648438,135.8300018310547,133.35000610351562,134.5,1799600
2018-11-28,107.21014404296875,134.2100067138672,135.1300048828125,131.77999877929688,133.8800048828125,2326900
2018-11-29,106.76277923583984,133.64999389648438,134.8000030517578,133.00999450683594,133.41000366210938,2792600
2018-11-30,108.46429443359375,135.77999877929688,136.72999572753906,133.25,133.3699951171875,3194300
2018-12-03,108.56014251708984,135.89999389648438,138.24000549316406,134.6300048828125,137.3300018310547,3493500
2018-12-04,103.45565795898438,129.50999450683594,135.38999938964844,127.93000030517578,135.08999633789062,3353100
2018-12-06,103.29588317871094,129.30999755859375,129.50999450683594,125.38999938964844,127.0199966430664,3241300
2018-12-07,101.09913635253906,126.55999755859375,130.82000732421875,125.6500015258789,128.80999755859375,2754200
2018-12-10,99.26183319091797,124.26000213623047,126.44999694824219,122.12000274658203,126.44999694824219,3145000
2018-12-11,97.82395935058594,122.45999908447266,126.79000091552734,122.36000061035156,125.33000183105469,2932100
2018-12-12,98.0476303100586,122.73999786376953,124.94000244140625,121.80999755859375,123.94000244140625,3138500
2018-12-13,95.7789535522461,119.9000015258789,123.55999755859375,119.23999786376953,123.19000244140625,2365500
2018-12-14,94.6606216430664,118.5,120.94000244140625,118.29000091552734,118.83000183105469,2758300
2018-12-17,94.51683807373047,118.31999969482422,120.44000244140625,117.63999938964844,118.30000305175781,2666800
2018-12-18,93.13484954833984,116.58999633789062,119.62000274658203,115.9000015258789,118.54000091552734,2532100
2018-12-19,91.08985137939453,114.02999877929688,118.22000122070312,113.3499984741211,116.7300033569336,3033300
2018-12-20,90.73040008544922,113.58000183105469,115.44999694824219,112.66000366210938,113.3499984741211,4100800
2018-12-21,89.06086730957031,111.48999786376953,115.69999694824219,111.33000183105469,113.12999725341797,7403100
2018-12-24,87.63896179199219,109.70999908447266,112.66999816894531,109.5999984741211,111.0,2359600
2018-12-26,91.73693084716797,114.83999633789062,114.8499984741211,108.44999694824219,110.2699966430664,3046200
2018-12-27,92.46383666992188,115.75,115.75,111.62000274658203,113.33999633789062,2510300
2018-12-28,92.16029357910156,115.37000274658203,117.12000274658203,114.8499984741211,116.20999908447266,1803100
2018-12-31,93.39049530029297,116.91000366210938,117.2300033569336,115.1500015258789,115.87999725341797,1887600
2019-01-02,94.90823364257812,118.80999755859375,119.12000274658203,114.8499984741211,115.1500015258789,1912000
2019-01-03,94.47687530517578,118.2699966430664,120.0,117.29000091552734,118.05999755859375,2789600
2019-01-04,96.8414077758789,121.2300033569336,121.73999786376953,119.7300033569336,120.4800033569336,2703800
2019-01-07,96.62572479248047,120.95999908447266,121.94000244140625,119.80000305175781,120.25,2145600
2019-01-08,96.77748107910156,121.1500015258789,121.80000305175781,119.30999755859375,121.26000213623047,3952800
2019-01-09,96.50588989257812,120.80999755859375,121.66999816894531,119.44999694824219,121.11000061035156,3755800
2019-01-10,95.5233383178711,119.58000183105469,120.80000305175781,118.37000274658203,120.37000274658203,3531600
2019-01-11,95.89879608154297,120.05000305175781,120.5199966430664,117.94000244140625,118.81999969482422,2984800
2019-01-14,96.2981948852539,120.55000305175781,121.47000122070312,118.80999755859375,119.27999877929688,2893900
2019-01-15,96.75350952148438,121.12000274658203,121.23999786376953,118.30999755859375,120.01000213623047,4171300
2019-01-16,97.59086608886719,121.20999908447266,121.91999816894531,117.16999816894531,120.41999816894531,6131000
2019-01-17,98.13836669921875,121.88999938964844,122.43000030517578,119.80000305175781,121.11000061035156,4314200
2019-01-18,100.84361267089844,125.25,125.69000244140625,121.91999816894531,122.51000213623047,3014100
2019-01-22,100.30419158935547,124.58000183105469,125.83999633789062,123.66999816894531,124.30999755859375,2614400
2019-01-23,100.15121459960938,124.38999938964844,125.5,123.41000366210938,124.93000030517578,1993500
2019-01-24,99.68423461914062,123.80999755859375,124.9000015258789,122.80000305175781,123.55999755859375,2572900
2019-01-25,100.57791900634766,124.91999816894531,125.5999984741211,123.63999938964844,124.44999694824219,1890600
