ticker,company_name,title,summary,text,search_term,sentiment_score,sentiment_label,published
CFG,Citizens Financial,"Kovitz Investment Group Partners LLC Lowers Position in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat","Kovitz Investment Group Partners LLC Lowers Position in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat","Kovitz Investment Group Partners LLC Lowers Position in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat. Kovitz Investment Group Partners LLC Lowers Position in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat",,-0.99937147,negative,2025-05-04 23:15:11+00:00
CFG,Citizens Financial,"Schonfeld Strategic Advisors LLC Decreases Stock Holdings in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat","Schonfeld Strategic Advisors LLC Decreases Stock Holdings in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat","Schonfeld Strategic Advisors LLC Decreases Stock Holdings in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat. Schonfeld Strategic Advisors LLC Decreases Stock Holdings in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat",,-0.9214931,negative,2025-05-04 09:58:23+00:00
CFG,Citizens Financial,"7,382 Shares in Citizens Financial Group, Inc. (NYSE:CFG) Purchased by Voleon Capital Management LP - MarketBeat","7,382 Shares in Citizens Financial Group, Inc. (NYSE:CFG) Purchased by Voleon Capital Management LP  MarketBeat","7,382 Shares in Citizens Financial Group, Inc. (NYSE:CFG) Purchased by Voleon Capital Management LP - MarketBeat. 7,382 Shares in Citizens Financial Group, Inc. (NYSE:CFG) Purchased by Voleon Capital Management LP  MarketBeat",,-0.99999726,negative,2025-05-04 09:35:46+00:00
CFG,Citizens Financial,"Citizens Financial Group, Inc. (NYSE:CFG) Receives Average Recommendation of ""Moderate Buy"" from Analysts - MarketBeat","Citizens Financial Group, Inc. (NYSE:CFG) Receives Average Recommendation of ""Moderate Buy"" from Analysts  MarketBeat","Citizens Financial Group, Inc. (NYSE:CFG) Receives Average Recommendation of ""Moderate Buy"" from Analysts - MarketBeat. Citizens Financial Group, Inc. (NYSE:CFG) Receives Average Recommendation of ""Moderate Buy"" from Analysts  MarketBeat",,0.9997714,neutral,2025-05-04 02:31:05+00:00
CFG,Citizens Financial,"Citizens Financial Group, Inc. (NYSE:CFG) Shares Sold by Rhino Investment Partners Inc - MarketBeat","Citizens Financial Group, Inc. (NYSE:CFG) Shares Sold by Rhino Investment Partners Inc  MarketBeat","Citizens Financial Group, Inc. (NYSE:CFG) Shares Sold by Rhino Investment Partners Inc - MarketBeat. Citizens Financial Group, Inc. (NYSE:CFG) Shares Sold by Rhino Investment Partners Inc  MarketBeat",,-0.99999774,negative,2025-05-03 12:23:24+00:00
CFG,Citizens Financial,"The Manufacturers Life Insurance Company Has $48.49 Million Holdings in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat","The Manufacturers Life Insurance Company Has $48.49 Million Holdings in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat","The Manufacturers Life Insurance Company Has $48.49 Million Holdings in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat. The Manufacturers Life Insurance Company Has $48.49 Million Holdings in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat",,-0.9999957,negative,2025-05-03 12:03:17+00:00
CFG,Citizens Financial,"Voya Investment Management LLC Cuts Position in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat","Voya Investment Management LLC Cuts Position in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat","Voya Investment Management LLC Cuts Position in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat. Voya Investment Management LLC Cuts Position in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat",,-0.9973641,negative,2025-05-03 09:11:31+00:00
CFG,Citizens Financial,"Price T Rowe Associates Inc. MD Cuts Holdings in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat","Price T Rowe Associates Inc. MD Cuts Holdings in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat","Price T Rowe Associates Inc. MD Cuts Holdings in Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat. Price T Rowe Associates Inc. MD Cuts Holdings in Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat",,-0.9999924,negative,2025-05-03 08:44:24+00:00
CFG,Citizens Financial,"Citizens Financial Group, Inc. (NYSE:CFG) Shares Sold by Stifel Financial Corp - MarketBeat","Citizens Financial Group, Inc. (NYSE:CFG) Shares Sold by Stifel Financial Corp  MarketBeat","Citizens Financial Group, Inc. (NYSE:CFG) Shares Sold by Stifel Financial Corp - MarketBeat. Citizens Financial Group, Inc. (NYSE:CFG) Shares Sold by Stifel Financial Corp  MarketBeat",,-0.9999975,negative,2025-05-02 17:37:35+00:00
CFG,Citizens Financial,"Citizens Financial Group, Inc. (NYSE:CFG) Short Interest Update - MarketBeat","Citizens Financial Group, Inc. (NYSE:CFG) Short Interest Update  MarketBeat","Citizens Financial Group, Inc. (NYSE:CFG) Short Interest Update - MarketBeat. Citizens Financial Group, Inc. (NYSE:CFG) Short Interest Update  MarketBeat",,-0.9999751,negative,2025-05-02 11:45:50+00:00
CFG,Citizens Financial,"JPMorgan Chase & Co. Has $1.05 Million Position in Citizens Financial Services, Inc. (NASDAQ:CZFS) - MarketBeat","JPMorgan Chase & Co. Has $1.05 Million Position in Citizens Financial Services, Inc. (NASDAQ:CZFS)  MarketBeat","JPMorgan Chase & Co. Has $1.05 Million Position in Citizens Financial Services, Inc. (NASDAQ:CZFS) - MarketBeat. JPMorgan Chase & Co. Has $1.05 Million Position in Citizens Financial Services, Inc. (NASDAQ:CZFS)  MarketBeat",,-0.9999956,negative,2025-05-02 07:00:00+00:00
CFG,Citizens Financial,"Citizens Financial Group, Inc. Declares Dividends on Preferred S - GuruFocus","Citizens Financial Group, Inc. Declares Dividends on Preferred S  GuruFocus","Citizens Financial Group, Inc. Declares Dividends on Preferred S - GuruFocus. Citizens Financial Group, Inc. Declares Dividends on Preferred S  GuruFocus",,-0.9999795,negative,2025-05-01 21:11:09+00:00
CFG,Citizens Financial,"Citizens Financial Group, Inc. Declares Dividends on Preferred Stock - Yahoo Finance","Citizens Financial Group, Inc. Declares Dividends on Preferred Stock  Yahoo Finance","Citizens Financial Group, Inc. Declares Dividends on Preferred Stock - Yahoo Finance. Citizens Financial Group, Inc. Declares Dividends on Preferred Stock  Yahoo Finance",,-0.99999654,negative,2025-05-01 20:25:00+00:00
CFG,Citizens Financial,"Citizens Financial Group, Inc. Declares Dividends on Preferred Stock - Bluefield Daily Telegraph","Citizens Financial Group, Inc. Declares Dividends on Preferred Stock  Bluefield Daily Telegraph","Citizens Financial Group, Inc. Declares Dividends on Preferred Stock - Bluefield Daily Telegraph. Citizens Financial Group, Inc. Declares Dividends on Preferred Stock  Bluefield Daily Telegraph",,-0.99999547,negative,2025-05-01 20:24:34+00:00
CFG,Citizens Financial,(CFG) Trading Signals - news.stocktradersdaily.com,(CFG) Trading Signals  news.stocktradersdaily.com,(CFG) Trading Signals - news.stocktradersdaily.com. (CFG) Trading Signals  news.stocktradersdaily.com,,-0.9999975,negative,2025-04-30 19:24:00+00:00
CFG,Citizens Financial,Leadership Shake-Up and Expansion at Citizens Financial Group (NYSE:CFG) With New President - Yahoo Finance,Leadership Shake-Up and Expansion at Citizens Financial Group (NYSE:CFG) With New President  Yahoo Finance,Leadership Shake-Up and Expansion at Citizens Financial Group (NYSE:CFG) With New President - Yahoo Finance. Leadership Shake-Up and Expansion at Citizens Financial Group (NYSE:CFG) With New President  Yahoo Finance,,0.55354434,neutral,2025-04-30 18:04:41+00:00
CFG,Citizens Financial,Citizens Financial (CFG) CFO John Woods Moves to State Street | - GuruFocus,Citizens Financial (CFG) CFO John Woods Moves to State Street |  GuruFocus,Citizens Financial (CFG) CFO John Woods Moves to State Street | - GuruFocus. Citizens Financial (CFG) CFO John Woods Moves to State Street |  GuruFocus,,-0.99999213,negative,2025-04-30 13:25:05+00:00
CFG,Citizens Financial,Citizens Financial Group Elevates Brendan Coughlin to President - GuruFocus,Citizens Financial Group Elevates Brendan Coughlin to President  GuruFocus,Citizens Financial Group Elevates Brendan Coughlin to President - GuruFocus. Citizens Financial Group Elevates Brendan Coughlin to President  GuruFocus,,-0.99990475,negative,2025-04-30 13:09:57+00:00
CFG,Citizens Financial,Citizens Financial Group (CFG) Announces Departure of CFO John W - GuruFocus,Citizens Financial Group (CFG) Announces Departure of CFO John W  GuruFocus,Citizens Financial Group (CFG) Announces Departure of CFO John W - GuruFocus. Citizens Financial Group (CFG) Announces Departure of CFO John W  GuruFocus,,-0.9978776,negative,2025-04-30 13:09:40+00:00
CFG,Citizens Financial,Citizens Financial Group Names Brendan Coughlin President - marketscreener.com,Citizens Financial Group Names Brendan Coughlin President  marketscreener.com,Citizens Financial Group Names Brendan Coughlin President - marketscreener.com. Citizens Financial Group Names Brendan Coughlin President  marketscreener.com,,-0.99998343,negative,2025-04-30 12:41:31+00:00
CFG,Citizens Financial,State Street Names Citizens Financial CFO John Woods as Next CFO - marketscreener.com,State Street Names Citizens Financial CFO John Woods as Next CFO  marketscreener.com,State Street Names Citizens Financial CFO John Woods as Next CFO - marketscreener.com. State Street Names Citizens Financial CFO John Woods as Next CFO  marketscreener.com,,-0.999998,negative,2025-04-30 12:21:13+00:00
CFG,Citizens Financial,"Citizens Financial Group, Inc. Announces Management Changes - marketscreener.com","Citizens Financial Group, Inc. Announces Management Changes  marketscreener.com","Citizens Financial Group, Inc. Announces Management Changes - marketscreener.com. Citizens Financial Group, Inc. Announces Management Changes  marketscreener.com",,-0.9999349,negative,2025-04-30 11:45:00+00:00
CFG,Citizens Financial,"TD Waterhouse Canada Inc. Purchases 27,450 Shares of Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat","TD Waterhouse Canada Inc. Purchases 27,450 Shares of Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat","TD Waterhouse Canada Inc. Purchases 27,450 Shares of Citizens Financial Group, Inc. (NYSE:CFG) - MarketBeat. TD Waterhouse Canada Inc. Purchases 27,450 Shares of Citizens Financial Group, Inc. (NYSE:CFG)  MarketBeat",,-0.99999774,negative,2025-04-29 20:24:13+00:00
